Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
07/06/2022,Michigan,2021,18,2021-05-08,2252,1711,18,361,73,79,19,89,21,27,11,516,96,389,356,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,19,2021-05-15,2170,1709,26,385,64,69,24,99,15,39,,479,101,345,316,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Michigan,2021,20,2021-05-22,2204,1777,28,412,67,85,24,94,32,39,11,480,115,273,242,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,21,2021-05-29,2003,1648,20,365,51,81,13,80,26,35,15,488,97,191,166,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,22,2021-06-05,1963,1660,23,384,58,92,16,94,16,38,13,455,94,155,133,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,23,2021-06-12,1981,1709,16,407,61,63,17,88,22,37,,493,111,110,96,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Michigan,2021,24,2021-06-19,1889,1629,19,376,73,82,26,84,22,37,10,426,107,81,67,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,25,2021-06-26,1927,1697,21,383,59,77,25,96,29,39,11,480,95,54,42,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,26,2021-07-03,1873,1662,23,380,55,69,25,95,17,33,11,466,101,33,20,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,27,2021-07-10,1913,1669,33,378,60,66,23,86,28,37,,461,106,29,18,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Michigan,2021,28,2021-07-17,1866,1697,24,407,61,70,28,93,20,28,17,482,94,19,13,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,29,2021-07-24,1895,1682,18,432,48,59,28,93,20,29,11,463,111,33,29,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,30,2021-07-31,1862,1683,21,421,50,75,12,84,24,24,11,492,106,35,25,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,31,2021-08-07,1937,1710,21,416,54,70,19,90,20,35,18,459,101,43,34,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,32,2021-08-14,1963,1682,19,398,58,69,16,89,24,29,17,488,93,87,70,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,33,2021-08-21,2049,1739,25,387,55,74,25,97,31,40,18,498,119,113,101,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,34,2021-08-28,1990,1699,16,428,68,66,23,99,26,17,12,479,99,107,97,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,35,2021-09-04,2093,1760,20,403,59,64,27,93,19,42,10,518,107,159,140,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,36,2021-09-11,2094,1746,43,392,60,56,27,103,27,32,16,477,110,166,152,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,37,2021-09-18,2172,1789,30,455,69,79,21,92,22,38,10,484,88,218,191,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,38,2021-09-25,2073,1709,30,385,58,75,20,90,25,32,17,480,82,211,191,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,39,2021-10-02,2239,1833,25,432,50,90,27,109,20,47,17,486,120,243,223,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,40,2021-10-09,2161,1757,30,394,63,70,29,89,20,32,18,499,110,244,230,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,41,2021-10-16,2194,1759,25,409,64,92,26,94,27,35,14,487,101,300,274,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,42,2021-10-23,2352,1843,27,420,68,67,35,101,32,40,11,507,102,356,329,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,43,2021-10-30,2356,1872,28,424,63,81,29,113,20,34,14,536,102,335,310,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,44,2021-11-06,2420,1937,16,425,68,88,28,123,28,45,16,516,148,344,303,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,45,2021-11-13,2591,1964,19,433,74,112,29,102,26,46,13,542,113,472,437,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,46,2021-11-20,2622,1981,26,420,71,90,41,114,27,33,15,593,104,522,454,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,47,2021-11-27,2849,2028,31,423,80,102,25,120,21,42,16,596,121,689,619,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,48,2021-12-04,2926,2011,24,420,84,107,32,112,28,47,17,567,115,770,716,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,49,2021-12-11,3114,2165,23,456,62,95,33,121,21,38,12,645,135,857,786,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,50,2021-12-18,2915,1988,25,370,80,108,35,115,30,39,16,587,124,825,756,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,51,2021-12-25,2857,2002,33,411,83,93,36,122,26,35,15,566,131,769,697,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,52,2022-01-01,2661,1931,28,401,66,92,32,102,22,43,10,537,131,651,579,,,,,,,,,,,,,,,
07/06/2022,Michigan,2022,1,2022-01-08,2346,1782,28,335,89,71,27,101,27,40,20,540,102,591,528,,,,,,,,,,,,,,,
07/06/2022,Michigan,2022,2,2022-01-15,2358,1816,20,365,65,84,31,89,27,34,34,550,112,588,514,,,,,,,,,,,,,,,
07/06/2022,Michigan,2022,3,2022-01-22,2355,1819,31,358,80,89,24,102,26,27,44,536,107,583,502,,,,,,,,,,,,,,,
07/06/2022,Michigan,2022,4,2022-01-29,2145,1707,18,310,68,87,21,82,25,43,28,512,114,464,391,,,,,,,,,,,,,,,
07/06/2022,Michigan,2022,5,2022-02-05,2199,1780,26,336,65,81,36,83,19,43,32,547,102,445,368,,,,,,,,,,,,,,,
07/06/2022,Michigan,2022,6,2022-02-12,2089,1753,17,360,61,87,37,108,18,48,35,490,121,318,256,,,,,,,,,,,,,,,
07/06/2022,Michigan,2022,7,2022-02-19,2089,1758,25,382,54,77,24,77,23,44,40,526,114,300,228,,,,,,,,,,,,,,,
07/06/2022,Michigan,2022,8,2022-02-26,2033,1777,21,400,63,90,19,92,23,37,43,483,95,223,159,,,,,,,,,,,,,,,
07/06/2022,Michigan,2022,9,2022-03-05,1932,1720,23,381,68,82,26,88,25,47,36,451,103,142,99,,,,,,,,,,,,,,,
07/06/2022,Michigan,2022,10,2022-03-12,1864,1689,11,417,74,74,19,76,22,37,41,433,92,112,85,,,,,,,,,,,,,,,
07/06/2022,Michigan,2022,11,2022-03-19,1892,1747,34,413,68,67,28,105,17,40,39,441,96,91,50,,,,,,,,,,,,,,,
07/06/2022,Michigan,2022,12,2022-03-26,1855,1700,25,377,62,76,17,93,19,39,29,471,122,75,47,,,,,,,,,,,,,,,
07/06/2022,Michigan,2022,13,2022-04-02,1797,1670,22,395,56,73,25,91,32,41,49,432,96,60,36,,,,,,,,,,,,,,,
07/06/2022,Michigan,2022,14,2022-04-09,1853,1737,26,384,54,75,21,101,28,41,38,462,112,53,28,,,,,,,,,,,,,,,
07/06/2022,Michigan,2022,15,2022-04-16,1770,1659,16,370,60,84,22,102,15,33,56,445,95,54,29,,,,,,,,,,,,,,,
07/06/2022,Michigan,2022,16,2022-04-23,1839,1723,16,384,54,77,25,93,29,28,43,496,123,48,28,,,,,,,,,,,,,,,
07/06/2022,Michigan,2022,17,2022-04-30,1859,1722,22,396,46,76,27,117,26,47,45,468,99,46,34,,,,,,,,,,,,,,,
07/06/2022,Michigan,2022,18,2022-05-07,1919,1792,29,383,73,81,26,85,22,40,63,526,91,69,42,,,,,,,,,,,,,,,
07/06/2022,Michigan,2022,19,2022-05-14,1834,1737,21,403,43,76,24,97,29,36,82,455,95,70,45,,,,,,,,,,,,,,,
07/06/2022,Michigan,2022,20,2022-05-21,1671,1601,27,371,52,67,21,89,27,31,76,428,91,60,41,,,,,,,,,,,,,,,
07/06/2022,Michigan,2022,21,2022-05-28,1620,1536,17,330,41,68,25,93,18,35,70,433,88,80,58,,,,,,,,,,,,,,,
07/06/2022,Michigan,2022,22,2022-06-04,1566,1516,17,294,46,75,19,92,22,38,67,432,91,64,43,,,,,,,,,,,,,,,
07/06/2022,Michigan,2022,23,2022-06-11,1566,1523,23,359,39,74,27,74,17,38,80,365,93,68,43,,,,,,,,,,,,,,,
07/06/2022,Michigan,2022,24,2022-06-18,1525,1478,18,360,50,71,18,81,11,30,77,375,95,64,47,,,,,,,,,,,,,,,
07/06/2022,Michigan,2022,25,2022-06-25,1338,1312,20,317,39,71,19,65,15,30,80,326,67,53,26,,,,,,,,,,,,,,,
07/06/2022,Minnesota,2020,1,2020-01-04,1009,929,17,219,42,56,17,45,18,10,25,197,47,0,0,,,,,,,,,,,,,,,
07/06/2022,Minnesota,2020,2,2020-01-11,950,880,10,202,26,51,15,51,15,13,19,199,44,0,0,,,,,,,,,,,,,,,
07/06/2022,Minnesota,2020,3,2020-01-18,946,874,,198,27,51,10,62,12,,27,174,37,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2020,4,2020-01-25,955,894,10,185,30,59,19,64,14,15,31,159,45,0,0,,,,,,,,,,,,,,,
07/06/2022,Minnesota,2020,5,2020-02-01,942,872,,214,19,60,13,40,14,14,14,174,43,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
07/06/2022,Minnesota,2020,6,2020-02-08,919,847,,203,32,48,21,47,,,24,187,46,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2020,7,2020-02-15,941,870,14,206,30,47,17,40,18,12,24,178,44,0,0,,,,,,,,,,,,,,,
07/06/2022,Minnesota,2020,8,2020-02-22,913,833,12,188,31,54,22,50,10,17,22,153,47,0,0,,,,,,,,,,,,,,,
07/06/2022,Minnesota,2020,9,2020-02-29,933,859,12,182,21,61,24,46,16,12,21,181,48,0,0,,,,,,,,,,,,,,,
07/06/2022,Minnesota,2020,10,2020-03-07,944,862,,187,29,44,29,46,14,19,29,162,45,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
07/06/2022,Minnesota,2020,11,2020-03-14,882,794,,167,29,42,21,53,19,12,29,157,44,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
07/06/2022,Minnesota,2020,12,2020-03-21,894,810,12,183,25,51,25,40,14,11,20,167,44,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
07/06/2022,Minnesota,2020,13,2020-03-28,909,822,11,207,30,51,13,46,13,11,18,154,34,12,11,,,,,,,,,,,,,,,
07/06/2022,Minnesota,2020,14,2020-04-04,928,808,,178,38,59,15,40,11,,25,162,42,25,23,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2020,15,2020-04-11,943,820,,202,30,46,20,41,15,14,28,155,38,45,45,,,Suppressed (counts 1-9),,,,,,,,,,,,
07/06/2022,Minnesota,2020,16,2020-04-18,955,807,,211,21,53,,47,16,,17,132,47,80,77,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2020,17,2020-04-25,1016,796,,189,34,38,,27,11,10,18,167,43,148,138,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Minnesota,2020,18,2020-05-02,1042,805,,167,30,60,13,46,13,,18,183,57,157,146,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2020,19,2020-05-09,1057,820,10,202,35,58,,43,10,,25,145,39,169,154,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2020,20,2020-05-16,1000,773,,186,36,51,,29,14,,16,157,48,142,135,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2020,21,2020-05-23,1005,768,12,172,22,54,,43,,,19,154,30,166,157,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2020,22,2020-05-30,1017,784,10,170,28,57,10,42,15,,21,159,40,156,142,,,,,,,,,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2020,23,2020-06-06,1038,822,10,205,34,43,,33,16,,18,166,44,152,136,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2020,24,2020-06-13,973,790,12,207,25,49,11,39,10,11,19,162,41,90,79,,,,,,,,,,,,,,,
07/06/2022,Minnesota,2020,25,2020-06-20,941,799,,209,24,53,,48,15,,14,150,45,68,54,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2020,26,2020-06-27,840,719,,176,13,44,,43,13,15,23,130,42,54,37,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Minnesota,2020,27,2020-07-04,876,747,,175,21,41,,36,,,23,156,39,44,34,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2020,28,2020-07-11,865,736,,174,31,38,,39,12,11,,151,39,32,27,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
07/06/2022,Minnesota,2020,29,2020-07-18,869,735,,189,14,43,,37,11,,18,156,43,38,32,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2020,30,2020-07-25,878,761,,191,31,43,10,49,11,14,19,133,43,34,26,,,Suppressed (counts 1-9),,,,,,,,,,,,
07/06/2022,Minnesota,2020,31,2020-08-01,818,705,,171,36,40,,40,,10,21,136,33,36,29,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
07/06/2022,Minnesota,2020,32,2020-08-08,897,758,,198,21,35,,35,,,15,175,34,46,41,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2020,33,2020-08-15,888,762,,201,24,39,,27,15,12,12,173,35,51,41,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Minnesota,2020,34,2020-08-22,907,765,,204,25,44,,46,13,,18,155,35,59,50,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2020,35,2020-08-29,919,797,,192,42,51,,40,12,13,13,163,48,41,28,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Minnesota,2020,36,2020-09-05,895,756,,190,26,53,,41,,,17,161,32,51,41,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2020,37,2020-09-12,893,759,12,178,29,48,,37,,,13,163,44,57,46,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2020,38,2020-09-19,957,821,,219,30,43,,35,10,,18,165,67,47,37,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2020,39,2020-09-26,969,837,,201,29,55,,35,15,16,26,169,39,57,46,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Minnesota,2020,40,2020-10-03,886,733,,185,18,33,,35,12,,22,141,42,73,59,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2020,41,2020-10-10,1013,840,11,198,30,50,,48,,,21,168,37,85,72,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2020,42,2020-10-17,953,789,11,203,34,46,,39,,12,18,146,31,100,89,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
07/06/2022,Minnesota,2020,43,2020-10-24,1030,847,,207,29,42,,41,13,,31,172,35,124,111,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2020,44,2020-10-31,1075,849,11,202,26,41,,48,10,,24,154,56,156,136,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2020,45,2020-11-07,1145,870,,183,25,64,,52,,,25,172,45,218,185,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2020,46,2020-11-14,1196,859,11,197,20,49,,32,15,15,30,175,50,282,250,,,,,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Minnesota,2020,47,2020-11-21,1326,873,12,188,28,44,10,36,21,11,26,195,52,407,370,,,,,,,,,,,,,,,
07/06/2022,Minnesota,2020,48,2020-11-28,1397,921,16,209,31,58,10,42,18,15,20,179,43,444,392,,,,,,,,,,,,,,,
07/06/2022,Minnesota,2020,49,2020-12-05,1334,836,,186,28,63,,45,10,,25,169,43,471,416,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2020,50,2020-12-12,1382,870,,183,27,66,,48,18,12,28,157,46,482,422,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Minnesota,2020,51,2020-12-19,1269,824,10,198,36,56,,29,10,,24,156,59,407,355,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2020,52,2020-12-26,1203,852,12,179,39,43,,40,16,,29,174,55,328,273,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2020,53,2021-01-02,1194,878,,196,28,55,,46,,,32,186,58,281,234,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2021,1,2021-01-09,1140,866,16,219,39,53,,40,,,15,149,51,239,192,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2021,2,2021-01-16,1079,816,13,194,23,38,,38,13,13,22,167,44,215,174,,,,,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Minnesota,2021,3,2021-01-23,948,771,,186,26,31,,35,12,15,20,159,53,133,102,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Minnesota,2021,4,2021-01-30,924,751,,182,23,44,,41,13,,21,167,38,121,93,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2021,5,2021-02-06,983,808,,210,23,35,,41,11,,26,156,55,99,74,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2021,6,2021-02-13,914,761,,198,28,41,,25,,14,16,169,40,93,72,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
07/06/2022,Minnesota,2021,7,2021-02-20,904,779,,196,25,46,,43,12,11,28,153,31,65,45,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Minnesota,2021,8,2021-02-27,968,830,10,222,29,45,,41,16,11,21,167,51,48,29,,,,,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Minnesota,2021,9,2021-03-06,931,798,,182,30,39,,44,,14,16,164,53,55,41,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
07/06/2022,Minnesota,2021,10,2021-03-13,865,753,11,182,32,42,,34,18,,19,168,41,59,34,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2021,11,2021-03-20,864,732,,181,26,38,,28,13,,26,133,42,40,30,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2021,12,2021-03-27,862,758,,174,30,41,,37,12,13,19,151,48,36,22,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Minnesota,2021,13,2021-04-03,871,750,,179,36,43,,29,13,,11,143,57,50,35,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2021,14,2021-04-10,873,739,,189,34,41,,53,16,,21,124,38,61,46,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2021,15,2021-04-17,893,752,,200,28,34,,36,14,,14,162,37,66,48,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2021,16,2021-04-24,934,798,,223,27,36,,36,11,,19,165,58,65,54,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2021,17,2021-05-01,967,816,11,194,36,47,,45,11,,20,162,37,79,66,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2021,18,2021-05-08,896,748,,185,25,36,,41,11,11,15,149,56,63,56,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Minnesota,2021,19,2021-05-15,938,807,11,214,39,36,,45,10,17,20,146,40,70,56,,,,,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Minnesota,2021,20,2021-05-22,889,752,,204,27,41,,32,17,,21,138,41,48,35,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2021,21,2021-05-29,876,749,,162,26,43,,47,20,,15,162,39,38,33,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2021,22,2021-06-05,850,744,,177,30,26,,30,14,,19,164,49,31,25,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2021,23,2021-06-12,917,766,14,181,38,30,,32,11,,28,171,40,35,29,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2021,24,2021-06-19,851,738,10,203,27,31,,31,10,,16,130,33,27,15,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2021,25,2021-06-26,890,788,,214,31,33,,38,14,13,19,134,49,20,16,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Minnesota,2021,26,2021-07-03,888,788,,205,25,48,,47,14,,20,157,51,12,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
07/06/2022,Minnesota,2021,27,2021-07-10,892,777,10,211,38,46,,23,16,11,25,139,34,14,,,,,,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9)
07/06/2022,Minnesota,2021,28,2021-07-17,873,773,,193,32,45,,40,15,11,19,156,41,14,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9)
07/06/2022,Minnesota,2021,29,2021-07-24,835,728,,180,21,42,,39,14,,26,143,35,10,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
07/06/2022,Minnesota,2021,30,2021-07-31,911,788,,186,20,40,,38,11,,33,165,40,20,16,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2021,31,2021-08-07,905,787,,220,37,34,,35,11,,11,173,54,22,19,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2021,32,2021-08-14,953,810,,199,21,42,,42,,,21,167,42,29,24,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2021,33,2021-08-21,895,759,11,179,35,38,,44,15,,20,132,56,33,29,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2021,34,2021-08-28,912,780,15,187,31,36,,34,15,10,21,160,51,54,46,,,,,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Minnesota,2021,35,2021-09-04,971,826,12,205,26,37,,44,15,,28,162,47,62,54,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2021,36,2021-09-11,982,811,,194,28,51,13,36,12,10,23,172,40,68,61,,,Suppressed (counts 1-9),,,,,,,,,,,,
07/06/2022,Minnesota,2021,37,2021-09-18,989,804,,217,21,37,10,33,13,11,25,164,41,88,74,,,Suppressed (counts 1-9),,,,,,,,,,,,
07/06/2022,Minnesota,2021,38,2021-09-25,988,788,10,206,29,43,,41,,,17,151,43,112,99,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2021,39,2021-10-02,1055,860,10,206,26,31,10,46,19,10,31,188,37,116,99,,,,,,,,,,,,,,,
07/06/2022,Minnesota,2021,40,2021-10-09,1046,811,,190,32,43,,38,17,,22,178,41,140,121,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2021,41,2021-10-16,1020,807,11,193,31,32,,33,13,,28,166,45,131,117,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
07/06/2022,Minnesota,2021,42,2021-10-23,1071,855,,216,21,56,11,41,,11,21,176,49,124,112,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
07/06/2022,Minnesota,2021,43,2021-10-30,1105,874,13,194,34,56,10,61,12,15,17,153,43,145,129,,,,,,,,,,,,,,,
07/06/2022,Minnesota,2021,44,2021-11-06,1123,893,,218,28,62,11,45,15,12,26,163,58,163,137,,,Suppressed (counts 1-9),,,,,,,,,,,,
07/06/2022,Minnesota,2021,45,2021-11-13,1179,927,11,217,33,46,,46,13,12,26,202,53,170,152,,,,,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Minnesota,2021,46,2021-11-20,1196,909,11,202,44,59,11,49,16,12,19,177,45,227,202,,,,,,,,,,,,,,,
